strategy,period_start,n_holdings,max_weight,top3_weight,top5_weight,effective_n,herfindahl
FULL_ALPHA_CONVICTION,2018-02-28,8,0.5012723379132006,0.9951999424611759,1.0,2.3509990465542625,0.42535108700518115
FULL_ALPHA_CONVICTION,2018-03-29,8,0.5934361840798422,0.9928518009374414,1.0,1.9801130895755992,0.5050216602599863
FULL_ALPHA_CONVICTION,2018-04-30,8,0.5299865834321313,0.9940717926789433,1.0,2.1990421508227285,0.454743443469635
FULL_ALPHA_CONVICTION,2018-05-31,8,0.8435142441960487,0.9918276622910244,1.0,1.3832447061678108,0.72293788332683
FULL_ALPHA_CONVICTION,2018-06-29,8,0.7885292103296948,0.9999954109972353,1.0,1.500808414052977,0.6663075650671966
FULL_ALPHA_CONVICTION,2018-07-31,8,0.7660297344050551,0.9985170741384342,1.0,1.575794782073498,0.6346004006207948
FULL_ALPHA_CONVICTION,2018-08-31,8,0.8833018281877052,0.9793741020080722,1.0,1.273449915071017,0.7852684178350529
FULL_ALPHA_CONVICTION,2018-09-28,8,0.5907982928075497,0.9893456163024856,1.0,2.1173456547689393,0.4722894430333943
FULL_ALPHA_CONVICTION,2018-10-31,8,0.4875450852238965,0.9992199278636417,0.9999999999999999,2.297195302469783,0.4353134445838673
FULL_ALPHA_CONVICTION,2018-11-30,8,0.8821080879130355,0.9913692764202526,1.0000000000000002,1.2720802437475007,0.7861139302454989
FULL_ALPHA_CONVICTION,2018-12-31,8,0.8171064885545583,0.9973826489815052,1.0,1.4620242665000511,0.6839831751862137
FULL_ALPHA_CONVICTION,2019-01-31,8,0.5286468470935353,0.9989389691284186,1.0,2.207927823478366,0.45291335584720405
FULL_ALPHA_CONVICTION,2019-02-28,16,0.4462697886595236,0.8738515930877188,0.9733388832708637,3.346072667715494,0.298857825070112
FULL_ALPHA_CONVICTION,2019-03-29,18,0.40986518767763414,0.7613300061860084,0.9293077421941756,3.9336072469378083,0.25421958452473087
FULL_ALPHA_CONVICTION,2019-04-30,19,0.4677006384374936,0.8191338729557122,0.9773285066111054,3.3421836271440393,0.29920558280471243
FULL_ALPHA_CONVICTION,2019-05-31,19,0.2846570495979243,0.7407909584836161,0.9064817310254737,4.838372069279276,0.20668108729161047
FULL_ALPHA_CONVICTION,2019-06-28,19,0.314204473883982,0.7550594731135833,0.9064755517103461,4.6299477955007395,0.21598515667320772
FULL_ALPHA_CONVICTION,2019-07-31,20,0.2420942197164507,0.6242474318583321,0.8958820744109641,5.659865845077963,0.1766826330114588
FULL_ALPHA_CONVICTION,2019-08-30,20,0.2453336513670295,0.5952524944877537,0.8603863946880541,6.020167244083854,0.1661083420867952
FULL_ALPHA_CONVICTION,2019-09-30,21,0.3414343226411008,0.8372414809965728,0.9751403312635231,3.989006882733115,0.25068896329274776
FULL_ALPHA_CONVICTION,2019-10-31,21,0.4192057422051163,0.8104238538627433,0.9336053553849679,3.7046636332787637,0.26993003926646997
FULL_ALPHA_CONVICTION,2019-11-29,22,0.3821330692361266,0.7895161377188287,0.9169547623506652,3.8716471399465755,0.2582880009085226
FULL_ALPHA_CONVICTION,2019-12-31,22,0.39186271241548964,0.7468484849083517,0.9218028043507657,4.224608550411879,0.2367083217455745
FULL_ALPHA_CONVICTION,2020-01-31,22,0.36460640421088497,0.8223037348197482,0.9844563844903178,3.8365205419806876,0.26065284652007314
FULL_ALPHA_CONVICTION,2020-02-28,26,0.36966382843366047,0.7252164417725779,0.858229742677092,4.508589951757456,0.2217988352678199
FULL_ALPHA_CONVICTION,2020-03-31,26,0.3800929812552385,0.8202806290485174,0.9182245032091436,3.8219527406398948,0.26164635406574227
FULL_ALPHA_CONVICTION,2020-04-30,26,0.3470385917816777,0.796068341633818,0.898930313694588,4.370863843345881,0.22878772614305537
FULL_ALPHA_CONVICTION,2020-05-29,26,0.2827831620800005,0.6309039839995293,0.8235857411919557,5.647319632197651,0.17707515514060793
FULL_ALPHA_CONVICTION,2020-06-30,26,0.2980873214746488,0.6920853796818596,0.8263165963885171,5.425182459103395,0.18432559780952829
FULL_ALPHA_CONVICTION,2020-07-31,26,0.33642542531070224,0.6969113185165164,0.8468916122232545,4.9056735892922445,0.20384560484878753
FULL_ALPHA_CONVICTION,2020-08-31,26,0.25130532841919145,0.6764500689773199,0.9357406145912641,5.272861072372455,0.18965035988518145
FULL_ALPHA_CONVICTION,2020-09-30,27,0.2725062335056609,0.6672356482104429,0.8465921440917108,5.622506199286656,0.17785662915353886
FULL_ALPHA_CONVICTION,2020-10-30,27,0.4791899807906721,0.7957420545341909,0.929223904591575,3.403501663181875,0.29381504666729535
FULL_ALPHA_CONVICTION,2020-11-30,27,0.24020166181417035,0.5196744287515468,0.7600000146133842,7.209218504540242,0.1387112901863381
FULL_ALPHA_CONVICTION,2020-12-31,27,0.33263176194378,0.7478154717640302,0.9122714487786682,4.41984299677925,0.22625238062272854
FULL_ALPHA_CONVICTION,2021-01-29,27,0.21939582958161247,0.5771148755218969,0.779911030171671,6.830489129245105,0.1464023997517903
FULL_ALPHA_CONVICTION,2021-02-26,27,0.4049402102930095,0.7204589216666674,0.8971928435766241,4.2104660476038935,0.23750339955100302
FULL_ALPHA_CONVICTION,2021-03-31,27,0.5059638461113996,0.8131744347290433,0.9452109624002788,3.144307456434653,0.31803505663975534
FULL_ALPHA_CONVICTION,2021-04-30,27,0.25933539940783007,0.6932855898663856,0.877979041759435,5.4267264423358075,0.18427315447461054
FULL_ALPHA_CONVICTION,2021-05-28,27,0.2267975013805423,0.6264250576887336,0.8619799090532402,6.082817257595105,0.1643975082025329
FULL_ALPHA_CONVICTION,2021-06-30,27,0.2690248212100808,0.6228136374896522,0.7853266032166422,6.0069829209990555,0.16647292212272252
FULL_ALPHA_CONVICTION,2021-07-30,27,0.36165572709326754,0.7033841198777644,0.8599435857216121,4.824465867390209,0.20727683177515133
FULL_ALPHA_CONVICTION,2021-08-31,27,0.19098867297193442,0.5196618177421587,0.7303551037886853,7.838624729349601,0.12757339897339026
FULL_ALPHA_CONVICTION,2021-09-30,27,0.20671579874310836,0.5147579665322972,0.7567260437209745,7.422795297580182,0.1347201370790864
FULL_ALPHA_CONVICTION,2021-10-29,27,0.29997721415461925,0.657894658722639,0.828616461787716,5.391066634978915,0.18549204966447444
FULL_ALPHA_CONVICTION,2021-11-30,27,0.15640092117381385,0.43415714181489456,0.640792953535128,9.188304329221985,0.1088340094286662
FULL_ALPHA_CONVICTION,2021-12-31,27,0.2746191068073745,0.5642839160522418,0.7466846092713693,6.762924441010299,0.1478650262504799
FULL_ALPHA_CONVICTION,2022-01-31,27,0.5733648622463903,0.8052148537270745,0.9095480241919935,2.7169386305429084,0.36806131311113804
