ticker,classification,repair_priority,reason,return_price_last_date,calendar_days_before_sample_end,lifecycle_status,lifecycle_delisting_date,av_active_status,av_delisted_status,av_delisted_delisting_date,cache_filename_delisting_date,cache_has_parquet,target_price_source,unresolved_total_across_horizons
VVC,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2019-03-01,2744,Delisted,2019-02-26,,Delisted,2019-02-26,2019-02-26,True,PHASE2_EXISTING_ADJ_CLOSE,493
IMSR,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2025-10-31,308,Delisted,2025-10-28,Active,Delisted,2025-10-28,2025-10-28,True,PHASE2_EXISTING_ADJ_CLOSE,491
QTNA,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2019-06-21,2632,Delisted,2019-06-18,,Delisted,2019-06-18,2019-06-18,True,PHASE2_EXISTING_ADJ_CLOSE,489
B,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2025-01-31,581,Delisted,2025-01-27,Active,Delisted,2025-01-27,2025-01-27,True,PHASE2_EXISTING_ADJ_CLOSE,486
CHUBA,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-05-25,3024,Delisted,2018-05-21,,Delisted,2018-05-21,2018-05-21,True,PHASE2_EXISTING_ADJ_CLOSE,486
CNR,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-07-29,1498,Delisted,2022-07-25,Active,Delisted,2022-07-25,2022-07-25,True,PHASE2_EXISTING_ADJ_CLOSE,486
COL,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-11-30,2835,Delisted,2018-11-26,,Delisted,2018-11-26,2018-11-26,True,PHASE2_EXISTING_ADJ_CLOSE,486
CUDA,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-02-16,3122,Delisted,2018-02-12,,Delisted,2018-02-12,2018-02-12,True,PHASE2_EXISTING_ADJ_CLOSE,486
CZR,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2020-07-24,2233,Delisted,2020-07-20,Active,Delisted,2020-07-20,2020-07-20,True,PHASE2_EXISTING_ADJ_CLOSE,486
ECVT,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-08-06,1855,Delisted,2021-08-02,Active,Delisted,2021-08-02,2021-08-02,True,PHASE2_EXISTING_ADJ_CLOSE,486
GOLD,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2019-01-04,2800,Delisted,2018-12-31,Active,Delisted,2018-12-31,2018-12-31,True,PHASE2_EXISTING_ADJ_CLOSE,486
JNP,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-08-17,2940,Delisted,2018-08-13,,Delisted,2018-08-13,2018-08-13,True,PHASE2_EXISTING_ADJ_CLOSE,486
SNMX,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-11-09,2856,Delisted,2018-11-05,,Delisted,2018-11-05,2018-11-05,True,PHASE2_EXISTING_ADJ_CLOSE,486
TRAK,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2024-10-11,693,Delisted,2024-10-07,Active,Delisted,2024-10-07,2024-10-07,True,PHASE2_EXISTING_ADJ_CLOSE,486
LION,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2025-05-06,486,Delisted,2025-05-02,Active,Delisted,2025-05-02,2025-05-02,True,PHASE2_EXISTING_ADJ_CLOSE,480
ANVS,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2020-11-27,2107,Delisted,2020-11-25,Active,Delisted,2020-11-25,2020-11-25,True,PHASE2_EXISTING_ADJ_CLOSE,467
CALL,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2018-11-16,2849,Delisted,2018-11-14,,Delisted,2018-11-14,2018-11-14,True,PHASE2_EXISTING_ADJ_CLOSE,461
UWMC,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-03-08,2006,Delisted,2021-03-04,Active,Delisted,2021-03-04,2021-03-04,True,PHASE2_EXISTING_ADJ_CLOSE,461
HHH,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-07-19,1508,Delisted,2022-07-15,Active,Delisted,2022-07-15,2022-07-15,True,PHASE2_EXISTING_ADJ_CLOSE,445
ELA,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2016-08-29,3658,Delisted,2016-08-25,Active,Delisted,2016-08-25,2016-08-25,True,PHASE2_EXISTING_ADJ_CLOSE,423
BBAI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-12-20,1719,Delisted,2021-12-16,Active,Delisted,2021-12-16,2021-12-16,True,PHASE2_EXISTING_ADJ_CLOSE,410
TBIO,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-03-04,1645,Delisted,2022-02-28,,Delisted,2022-02-28,2022-02-28,True,PHASE2_EXISTING_ADJ_CLOSE,406
LIPO,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,392
BNL,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-03-23,1991,Delisted,2021-03-19,Active,Delisted,2021-03-19,2021-03-19,True,PHASE2_EXISTING_ADJ_CLOSE,366
BUR,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-04-05,1978,Delisted,2021-04-01,Active,Delisted,2021-04-01,2021-04-01,True,PHASE2_EXISTING_ADJ_CLOSE,364
SATCQ,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2016-08-05,3682,Delisted,2016-08-01,,Delisted,2016-08-01,2016-08-01,True,PHASE2_EXISTING_ADJ_CLOSE,364
MFI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2024-10-04,700,Delisted,2024-10-02,Active,Delisted,2024-10-02,2024-10-02,True,PHASE2_EXISTING_ADJ_CLOSE,346
MATH,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2018-04-02,3077,Delisted,2018-03-29,Active,Delisted,2018-03-29,2018-03-29,True,PHASE2_EXISTING_ADJ_CLOSE,342
KNTK,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2023-03-24,1260,Delisted,2023-03-22,Active,Delisted,2023-03-22,2023-03-22,True,PHASE2_EXISTING_ADJ_CLOSE,324
WMG,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2020-10-02,2163,Delisted,2020-09-29,Active,Delisted,2020-09-29,2020-09-29,True,PHASE2_EXISTING_ADJ_CLOSE,306
SWSH,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2016-06-10,3738,Delisted,2016-06-07,,Delisted,2016-06-07,2016-06-07,True,PHASE2_EXISTING_ADJ_CLOSE,303
RUM,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2022-12-30,1344,Delisted,2022-12-27,Active,Delisted,2022-12-27,2022-12-27,True,PHASE2_EXISTING_ADJ_CLOSE,290
CHEV,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2016-06-03,3745,Delisted,2016-05-31,,Delisted,2016-05-31,2016-05-31,True,PHASE2_EXISTING_ADJ_CLOSE,286
PFH,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2020-12-08,2096,Delisted,2020-12-04,Active,Delisted,2020-12-04,2020-12-04,True,PHASE2_EXISTING_ADJ_CLOSE,262
SPLS,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-04-14,143,Delisted,2026-04-10,Active,Delisted,2026-04-10,2026-04-10,True,PHASE2_EXISTING_ADJ_CLOSE,245
BEAM,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2020-04-28,2320,Delisted,2020-04-24,Active,Delisted,2020-04-24,2020-04-24,True,PHASE2_EXISTING_ADJ_CLOSE,236
ACI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2020-09-18,2177,Delisted,2020-09-15,Active,Delisted,2020-09-15,2020-09-15,True,PHASE2_EXISTING_ADJ_CLOSE,235
HCC,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2017-07-07,3346,Delisted,2017-07-03,Active,Delisted,2017-07-03,2017-07-03,True,PHASE2_EXISTING_ADJ_CLOSE,235
CVU,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-12-13,1361,Delisted,2022-12-09,Active,Delisted,2022-12-09,2022-12-09,True,PHASE2_EXISTING_ADJ_CLOSE,229
API,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2020-08-25,2201,Delisted,2020-08-21,Active,Delisted,2020-08-21,2020-08-21,True,PHASE2_EXISTING_ADJ_CLOSE,191
PD,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2019-07-05,2618,Delisted,2019-07-01,Active,Delisted,2019-07-01,2019-07-01,True,PHASE2_EXISTING_ADJ_CLOSE,188
EP,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2022-04-14,1604,Delisted,2022-04-11,Active,Delisted,2022-04-11,2022-04-11,True,PHASE2_EXISTING_ADJ_CLOSE,156
CRC,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2020-12-08,2096,Delisted,2020-12-04,Active,Delisted,2020-12-04,2020-12-04,True,PHASE2_EXISTING_ADJ_CLOSE,140
VISN,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-02-13,203,Delisted,2026-02-09,Active,Delisted,2026-02-09,2026-02-09,True,PHASE2_EXISTING_ADJ_CLOSE,136
ABXL,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2026-01-30,217,Delisted,2026-01-27,Active,Delisted,2026-01-27,2026-01-27,True,PHASE2_EXISTING_ADJ_CLOSE,128
HBANP,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2021-03-05,2009,Delisted,2021-03-03,Active,Delisted,2021-03-03,2021-03-03,True,PHASE2_EXISTING_ADJ_CLOSE,116
AVB,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-08-21,14,Delisted,2026-08-17,,Delisted,2026-08-17,2026-08-17,True,PHASE2_EXISTING_ADJ_CLOSE,114
MAPS,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,112
SEVN,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-01-14,1694,Delisted,2022-01-10,Active,Delisted,2022-01-10,2022-01-10,True,PHASE2_EXISTING_ADJ_CLOSE,106
UHAL-B,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2022-12-27,1347,Delisted,2022-12-23,Active,Delisted,2022-12-23,2022-12-23,True,PHASE2_EXISTING_ADJ_CLOSE,106
NMIH,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2024-05-24,833,Delisted,2024-05-20,Active,Delisted,2024-05-20,2024-05-20,True,PHASE2_EXISTING_ADJ_CLOSE,76
TALK,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 1 calendar days of terminal price,2026-08-18,17,Delisted,2026-08-17,,Delisted,2026-08-17,2026-08-17,True,PHASE2_EXISTING_ADJ_CLOSE,60
SIRI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2024-09-13,721,Delisted,2024-09-09,Active,Delisted,2024-09-09,2024-09-09,True,PHASE2_EXISTING_ADJ_CLOSE,48
MSGY,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-08-14,21,Delisted,2026-08-10,Active,Delisted,2026-08-10,2026-08-10,True,PHASE2_EXISTING_ADJ_CLOSE,42
GLDI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2024-07-12,784,Delisted,2024-07-09,Active,Delisted,2024-07-09,2024-07-09,True,PHASE2_EXISTING_ADJ_CLOSE,39
ESI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2019-02-04,2769,Delisted,2019-01-31,Active,Delisted,2019-01-31,2019-01-31,True,PHASE2_EXISTING_ADJ_CLOSE,36
VIP,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-07-27,39,Delisted,2026-07-23,Active,Delisted,2026-07-23,2026-07-23,True,PHASE2_EXISTING_ADJ_CLOSE,36
CHAI,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,Active,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,29
OZ,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2021-10-22,1778,Delisted,2021-10-18,Active,Delisted,2021-10-18,2021-10-18,True,PHASE2_EXISTING_ADJ_CLOSE,29
STEX,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,Active,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,29
TEAD,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,Active,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,29
VLTO,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-06-01,95,Delisted,2026-05-28,Active,Delisted,2026-05-28,2026-05-28,True,PHASE2_EXISTING_ADJ_CLOSE,29
INBX,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2024-06-03,823,Delisted,2024-05-30,Active,Delisted,2024-05-30,2024-05-30,True,PHASE2_EXISTING_ADJ_CLOSE,22
NFBK,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2026-07-24,42,Delisted,2026-07-21,,Delisted,2026-07-21,2026-07-21,True,PHASE2_EXISTING_ADJ_CLOSE,21
ASRT,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 1 calendar days of terminal price,2026-06-18,78,Delisted,2026-06-17,,Delisted,2026-06-17,2026-06-17,True,PHASE2_EXISTING_ADJ_CLOSE,15
TBRG,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2026-07-13,53,Delisted,2026-07-10,,Delisted,2026-07-10,2026-07-10,True,PHASE2_EXISTING_ADJ_CLOSE,15
CPRX,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 4 calendar days of terminal price,2026-07-20,46,Delisted,2026-07-16,,Delisted,2026-07-16,2026-07-16,True,PHASE2_EXISTING_ADJ_CLOSE,14
OLPX,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2026-07-10,56,Delisted,2026-07-08,,Delisted,2026-07-08,2026-07-08,True,PHASE2_EXISTING_ADJ_CLOSE,14
CCRN,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 2 calendar days of terminal price,2026-07-24,42,Delisted,2026-07-22,,Delisted,2026-07-22,2026-07-22,True,PHASE2_EXISTING_ADJ_CLOSE,7
EA,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2026-08-07,28,Delisted,2026-08-04,,Delisted,2026-08-04,2026-08-04,True,PHASE2_EXISTING_ADJ_CLOSE,7
FBRT,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2021-10-22,1778,Delisted,2021-10-19,Active,Delisted,2021-10-19,2021-10-19,True,PHASE2_EXISTING_ADJ_CLOSE,7
GPOR,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,2,delisting evidence within 3 calendar days of terminal price,2021-05-21,1932,Delisted,2021-05-18,Active,Delisted,2021-05-18,2021-05-18,True,PHASE2_EXISTING_ADJ_CLOSE,7
