ticker,unresolved_1d,unresolved_5d,unresolved_10d,unresolved_20d,unresolved_40d,unresolved_60d,unresolved_120d,unresolved_252d,unresolved_total_across_horizons,first_unresolved_signal,last_unresolved_signal,return_price_first_date,return_price_last_date,return_price_rows,target_price_source,panel_first_date,panel_last_date,panel_rows,panel_delisting_date,panel_source_state,lifecycle_status,lifecycle_delisting_date,lifecycle_name,av_active_status,av_active_delisting_date,av_active_name,av_delisted_status,av_delisted_delisting_date,av_delisted_name,cache_filename_delisting_date,cache_has_parquet,cache_files,calendar_days_before_sample_end,classification,reason,repair_priority
IMSR,0,3,8,18,38,58,118,248,491,2024-10-31,2025-10-28,2024-10-10,2025-10-31,266,PHASE2_EXISTING_ADJ_CLOSE,2024-10-10,2025-10-31,266,2025-10-28,active | delisted,Delisted,2025-10-28,Terrestrial Energy Inc - Class A,Active,,Terrestrial Energy Inc,Delisted,2025-10-28,Terrestrial Energy Inc - Class A,2025-10-28,True,IMSR__2024-10-10__2025-10-28.parquet,308,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
QTNA,0,3,8,18,37,57,117,249,489,2018-05-22,2019-06-18,2016-10-28,2019-06-21,645,PHASE2_EXISTING_ADJ_CLOSE,2016-10-28,2019-06-21,645,2019-06-18,delisted,Delisted,2019-06-18,Quantenna Communications Inc,,,,Delisted,2019-06-18,Quantenna Communications Inc,2019-06-18,True,QTNA__2016-10-28__2019-06-18.parquet,2632,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
B,0,2,7,17,37,57,117,249,486,2024-01-30,2025-01-27,2013-12-23,2025-01-31,2794,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2025-01-31,2794,2025-01-27,active | delisted,Delisted,2025-01-27,Barnes Group Inc,Active,,Barrick Gold Corp,Delisted,2025-01-27,Barnes Group Inc,2025-01-27,True,B__1984-09-07__2025-01-27.parquet,581,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CHUBA,0,2,7,17,37,57,117,249,486,2017-05-25,2018-05-21,2016-07-22,2018-05-25,465,PHASE2_EXISTING_ADJ_CLOSE,2016-07-22,2018-05-25,465,2018-05-21,delisted,Delisted,2018-05-21,CommerceHub Inc,,,,Delisted,2018-05-21,CommerceHub Inc,2018-05-21,True,CHUBA__2016-07-22__2018-05-21.parquet,3024,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CNR,0,2,7,17,37,57,117,249,486,2021-07-29,2022-07-25,2017-11-14,2022-07-29,1184,PHASE2_EXISTING_ADJ_CLOSE,2017-11-14,2022-07-29,1184,2022-07-25,delisted,Delisted,2022-07-25,China Metro Rural Holdings Ltd,Active,,Core Natural Resources Inc,Delisted,2022-07-25,China Metro Rural Holdings Ltd,2022-07-25,True,CNR__2016-01-04__2022-07-25.parquet,1498,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
COL,0,2,7,17,37,57,117,249,486,2017-11-22,2018-11-26,2013-12-23,2018-11-30,1220,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-11-30,1220,2018-11-26,delisted,Delisted,2018-11-26,Rockwell Collins Inc,,,,Delisted,2018-11-26,Rockwell Collins Inc,2018-11-26,True,COL__2001-06-15__2018-11-26.parquet,2835,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CUDA,0,2,7,17,37,57,117,249,486,2017-02-09,2018-02-12,2013-12-23,2018-02-16,1025,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-02-16,1025,2018-02-12,delisted,Delisted,2018-02-12,Barracuda Networks Inc,,,,Delisted,2018-02-12,Barracuda Networks Inc,2018-02-12,True,CUDA__2013-11-06__2018-02-12.parquet,3122,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CZR,0,2,7,17,37,57,117,249,486,2019-07-25,2020-07-20,2014-09-22,2020-07-24,1471,PHASE2_EXISTING_ADJ_CLOSE,2014-09-22,2020-07-24,1471,2020-07-20,delisted,Delisted,2020-07-20,Caesars Entertainment Corp,Active,,Caesars Entertainment Inc,Delisted,2020-07-20,Caesars Entertainment Corp,2020-07-20,True,CZR__2012-02-08__2020-07-20.parquet,2233,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ECVT,0,2,7,17,37,57,117,249,486,2020-08-06,2021-08-02,2017-09-29,2021-08-06,970,PHASE2_EXISTING_ADJ_CLOSE,2017-09-29,2021-08-06,970,2021-08-02,delisted,Delisted,2021-08-02,Ecovyst Inc,Active,,Ecovyst Inc,Delisted,2021-08-02,Ecovyst Inc,2021-08-02,True,ECVT__2017-09-29__2021-08-02.parquet,1855,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
GOLD,0,2,7,17,37,57,117,249,486,2018-01-03,2018-12-28,2014-03-17,2019-01-04,1211,PHASE2_EXISTING_ADJ_CLOSE,2014-03-17,2019-01-04,1211,2018-12-31,delisted,Delisted,2018-12-31,Randgold Resources Ltd,Active,,Gold.com Inc,Delisted,2018-12-31,Randgold Resources Ltd,2018-12-31,True,GOLD__2002-07-30__2018-12-31.parquet,2800,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
JNP,0,2,7,17,37,57,117,249,486,2017-08-17,2018-08-13,2013-12-23,2018-08-17,1172,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-08-17,1172,2018-08-13,delisted,Delisted,2018-08-13,Juniper Pharmaceuticals Inc,,,,Delisted,2018-08-13,Juniper Pharmaceuticals Inc,2018-08-13,True,JNP__1991-08-07__2018-08-13.parquet,2940,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
SNMX,0,2,7,17,37,57,117,249,486,2017-11-09,2018-11-05,2013-12-23,2018-11-09,1230,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-11-09,1230,2018-11-05,delisted,Delisted,2018-11-05,Senomyx Inc,,,,Delisted,2018-11-05,Senomyx Inc,2018-11-05,True,SNMX__2004-06-22__2018-11-05.parquet,2856,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
TRAK,0,2,7,17,37,57,117,249,486,2023-10-11,2024-10-07,2013-12-23,2024-10-11,2719,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2024-10-11,2719,2024-10-07,delisted,Delisted,2024-10-07,ReposiTrak Inc,Active,,DealerTrack Technologies Inc,Delisted,2024-10-07,ReposiTrak Inc,2024-10-07,True,TRAK__1999-10-27__2024-10-07.parquet,693,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
LION,0,4,9,19,39,59,119,231,480,2024-05-31,2025-05-02,2024-05-09,2025-05-06,248,PHASE2_EXISTING_ADJ_CLOSE,2024-05-09,2025-05-06,248,2025-05-02,delisted,Delisted,2025-05-02,Lionsgate Studios Corp,Active,,Lionsgate Studios Corp - New,Delisted,2025-05-02,Lionsgate Studios Corp,2025-05-02,True,LION__2024-05-14__2025-05-02.parquet,486,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ANVS,1,5,10,20,40,60,120,211,467,2020-01-29,2020-11-25,2020-01-29,2020-11-27,212,PHASE2_EXISTING_ADJ_CLOSE,2020-01-29,2020-11-27,212,2020-11-25,delisted,Delisted,2020-11-25,Anv Sec Group Inc,Active,,Annovis Bio Inc,Delisted,2020-11-25,Anv Sec Group Inc,2020-11-25,True,ANVS__2010-02-12__2020-11-25.parquet,2107,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
CALL,0,4,9,19,39,59,119,212,461,2018-01-09,2018-11-14,2018-01-09,2018-11-16,214,PHASE2_EXISTING_ADJ_CLOSE,2018-01-09,2018-11-16,214,2018-11-14,delisted,Delisted,2018-11-14,magicJack VocalTec Ltd,,,,Delisted,2018-11-14,magicJack VocalTec Ltd,2018-11-14,True,CALL__1996-02-07__2018-11-14.parquet,2849,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
UWMC,0,4,9,19,39,59,119,212,461,2020-05-01,2021-03-04,2020-05-01,2021-03-08,214,PHASE2_EXISTING_ADJ_CLOSE,2020-05-01,2021-03-08,214,2021-03-04,delisted,Delisted,2021-03-04,UWM Holdings Corporation - Class A,Active,,UWM Holdings Corporation Class A,Delisted,2021-03-04,UWM Holdings Corporation - Class A,2021-03-04,True,UWMC__2020-03-24__2021-03-04.parquet,2006,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
HHH,1,5,10,20,40,60,120,189,445,2021-10-15,2022-07-18,2021-10-15,2022-07-19,190,PHASE2_EXISTING_ADJ_CLOSE,2021-10-15,2022-07-19,190,,active,Delisted,2022-07-15,ETFMG REAL ESTATE TECH ETF ,Active,,Howard Hughes Corporation,Delisted,2022-07-15,ETFMG REAL ESTATE TECH ETF ,2022-07-15,True,HHH__2021-10-20__2022-07-15.parquet,1508,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ELA,1,5,10,20,40,60,120,167,423,2015-12-30,2016-08-26,2015-12-30,2016-08-29,168,PHASE2_EXISTING_ADJ_CLOSE,2015-12-30,2016-08-29,168,,active,Delisted,2016-08-25,Entergy Louisiana LLC,Active,,Envela Corp,Delisted,2016-08-25,Entergy Louisiana LLC,2016-08-25,True,ELA__2016-01-04__2016-08-25.parquet,3658,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
BBAI,0,4,9,19,39,59,119,161,410,2021-04-30,2021-12-16,2021-04-05,2021-12-20,182,PHASE2_EXISTING_ADJ_CLOSE,2021-04-05,2021-12-20,182,2021-12-16,delisted,Delisted,2021-12-16,BigBear.ai Holdings Inc,Active,,BigBear.ai Holdings Inc,Delisted,2021-12-16,BigBear.ai Holdings Inc,2021-12-16,True,BBAI__2021-04-05__2021-12-16.parquet,1719,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
TBIO,0,1,6,16,36,56,116,175,406,2021-06-18,2022-02-25,2021-06-18,2022-03-04,180,PHASE2_EXISTING_ADJ_CLOSE,2021-06-18,2022-03-04,180,2022-02-28,delisted,Delisted,2022-02-28,Translate Bio Inc,,,,Delisted,2022-02-28,Translate Bio Inc,2022-02-28,True,TBIO__2018-06-28__2022-02-28.parquet,1645,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
LIPO,0,4,9,19,39,59,119,143,392,2025-10-31,2026-05-28,2025-10-13,2026-06-01,159,PHASE2_EXISTING_ADJ_CLOSE,2025-10-13,2026-06-01,159,2026-05-28,delisted,Delisted,2026-05-28,LIPOSOME CO INC,,,,Delisted,2026-05-28,LIPOSOME CO INC,2026-05-28,True,LIPO__2025-10-17__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
BNL,0,4,9,19,39,59,118,118,366,2020-09-30,2021-03-19,2020-09-17,2021-03-23,129,PHASE2_EXISTING_ADJ_CLOSE,2020-09-17,2021-03-23,129,2021-03-19,delisted,Delisted,2021-03-19,Broadstone Net Lease Inc - Class A,Active,,Broadstone Net Lease Inc,Delisted,2021-03-19,Broadstone Net Lease Inc - Class A,2021-03-19,True,BNL__2020-09-17__2021-03-19.parquet,1991,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
BUR,1,5,10,20,40,60,114,114,364,2020-10-19,2021-04-01,2020-10-19,2021-04-05,115,PHASE2_EXISTING_ADJ_CLOSE,2020-10-19,2021-04-05,115,2021-04-01,delisted,Delisted,2021-04-01,Burcon NutraScience Corp,Active,,Burford Capital Ltd,Delisted,2021-04-01,Burcon NutraScience Corp,2021-04-01,True,BUR__2010-04-05__2021-04-01.parquet,1978,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
SATCQ,0,2,7,17,37,57,117,127,364,2016-02-01,2016-08-01,2015-12-30,2016-08-05,152,PHASE2_EXISTING_ADJ_CLOSE,2015-12-30,2016-08-05,152,2016-08-01,delisted,Delisted,2016-08-01,SatCon Technology Corp,,,,Delisted,2016-08-01,SatCon Technology Corp,2016-08-01,True,SATCQ__2016-01-04__2016-08-01.parquet,3682,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
MFI,0,4,9,19,39,59,108,108,346,2024-04-30,2024-10-02,2024-04-22,2024-10-04,116,PHASE2_EXISTING_ADJ_CLOSE,2024-04-22,2024-10-04,116,2024-10-02,delisted,Delisted,2024-10-02,mF International Ltd,Active,,mF International Ltd - Class A,Delisted,2024-10-02,mF International Ltd,2024-10-02,True,MFI__2024-04-22__2024-10-02.parquet,700,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
MATH,1,5,10,20,40,60,103,103,342,2017-10-31,2018-03-29,2017-10-20,2018-04-02,111,PHASE2_EXISTING_ADJ_CLOSE,2017-10-20,2018-04-02,111,,active,Delisted,2018-03-29,ADVISORSHARES MEIDELL TACTICAL ADVANTAGE ETF,Active,,Metalpha Technology Holding Ltd,Delisted,2018-03-29,ADVISORSHARES MEIDELL TACTICAL ADVANTAGE ETF,2018-03-29,True,MATH__2011-06-23__2018-03-29.parquet,3077,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
KNTK,1,5,10,20,40,60,94,94,324,2022-11-07,2023-03-23,2022-11-07,2023-03-24,95,PHASE2_EXISTING_ADJ_CLOSE,2022-11-07,2023-03-24,95,,active,Delisted,2023-03-22,KENTEK INFORMATION SYSTEMS INC,Active,,Kinetik Holdings Inc - Class A,Delisted,2023-03-22,KENTEK INFORMATION SYSTEMS INC,2023-03-22,True,KNTK__2022-11-11__2023-03-22.parquet,1260,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
WMG,1,5,10,20,40,60,85,85,306,2020-06-03,2020-10-01,2020-06-03,2020-10-02,86,PHASE2_EXISTING_ADJ_CLOSE,2020-06-03,2020-10-02,86,2020-09-29,active | delisted,Delisted,2020-09-29,WMG Acquisition Corp,Active,,Warner Music Group Corp - Class A,Delisted,2020-09-29,WMG Acquisition Corp,2020-09-29,True,WMG__2006-12-28__2020-09-29.parquet,2163,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
SWSH,0,3,8,18,38,58,89,89,303,2016-02-01,2016-06-07,2015-12-30,2016-06-10,113,PHASE2_EXISTING_ADJ_CLOSE,2015-12-30,2016-06-10,113,2016-06-07,delisted,Delisted,2016-06-07,Swisher Hygiene Inc,,,,Delisted,2016-06-07,Swisher Hygiene Inc,2016-06-07,True,SWSH__2016-01-04__2016-06-07.parquet,3738,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
RUM,1,5,10,20,40,60,77,77,290,2022-09-12,2022-12-29,2022-09-12,2022-12-30,78,PHASE2_EXISTING_ADJ_CLOSE,2022-09-12,2022-12-30,78,,active,Delisted,2022-12-27,CRUZAN INTERNATIONAL INC.,Active,,Rumble Inc - Class A,Delisted,2022-12-27,CRUZAN INTERNATIONAL INC.,2022-12-27,True,RUM__2022-09-16__2022-12-27.parquet,1344,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CHEV,0,2,7,17,37,57,83,83,286,2016-02-01,2016-05-27,2015-12-30,2016-06-03,108,PHASE2_EXISTING_ADJ_CLOSE,2015-12-30,2016-06-03,108,2016-05-31,delisted,Delisted,2016-05-31,Cheviot Financial Corp,,,,Delisted,2016-05-31,Cheviot Financial Corp,2016-05-31,True,CHEV__2016-01-04__2016-05-31.parquet,3745,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
PFH,0,4,9,19,39,59,66,66,262,2020-09-02,2020-12-04,2020-09-02,2020-12-08,68,PHASE2_EXISTING_ADJ_CLOSE,2020-09-02,2020-12-08,68,2020-12-04,delisted,Delisted,2020-12-04,Prudential Financial Inc,Active,,Prudential Financial Inc,Delisted,2020-12-04,Prudential Financial Inc,2020-12-04,True,PFH__1999-04-05__2020-12-04.parquet,2096,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
SPLS,0,4,9,19,39,58,58,58,245,2026-01-16,2026-04-10,2026-01-16,2026-04-14,60,PHASE2_EXISTING_ADJ_CLOSE,2026-01-16,2026-04-14,60,2026-04-10,delisted,Delisted,2026-04-10,Staples Inc,Active,,PIMCO US Stocks PLUS Active Bond Exchange Traded Fund,Delisted,2026-04-10,Staples Inc,2026-04-10,True,SPLS__1990-03-26__2026-04-10.parquet,143,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
BEAM,0,4,9,19,39,55,55,55,236,2020-02-06,2020-04-24,2020-02-06,2020-04-28,57,PHASE2_EXISTING_ADJ_CLOSE,2020-02-06,2020-04-28,57,2020-04-24,delisted,Delisted,2020-04-24,BEAM Inc,Active,,Beam Therapeutics Inc,Delisted,2020-04-24,BEAM Inc,2020-04-24,True,BEAM__1977-01-03__2020-04-24.parquet,2320,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ACI,0,3,8,18,38,56,56,56,235,2020-06-26,2020-09-15,2020-06-26,2020-09-18,59,PHASE2_EXISTING_ADJ_CLOSE,2020-06-26,2020-09-18,59,2020-09-15,delisted,Delisted,2020-09-15,Arch Coal Inc,Active,,Albertsons Companies Inc - Class A,Delisted,2020-09-15,Arch Coal Inc,2020-09-15,True,ACI__1988-08-12__2020-09-15.parquet,2177,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
HCC,0,3,8,18,38,56,56,56,235,2017-04-13,2017-07-03,2017-04-13,2017-07-07,59,PHASE2_EXISTING_ADJ_CLOSE,2017-04-13,2017-07-07,59,2017-07-03,delisted,Delisted,2017-07-03,HCC Insurance Holdings Inc,Active,,Warrior Met Coal Inc,Delisted,2017-07-03,HCC Insurance Holdings Inc,2017-07-03,True,HCC__1992-10-28__2017-07-03.parquet,3346,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CVU,1,5,10,20,40,51,51,51,229,2022-09-30,2022-12-12,2022-09-30,2022-12-13,52,PHASE2_EXISTING_ADJ_CLOSE,2022-09-30,2022-12-13,52,,active,Delisted,2022-12-09,CPI Aerostructures Inc,Active,,CPI Aerostructures Inc,Delisted,2022-12-09,CPI Aerostructures Inc,2022-12-09,True,CVU__2022-10-05__2022-12-09.parquet,1361,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
API,0,4,9,19,39,40,40,40,191,2020-06-26,2020-08-21,2020-06-26,2020-08-25,42,PHASE2_EXISTING_ADJ_CLOSE,2020-06-26,2020-08-25,42,2020-08-21,delisted,Delisted,2020-08-21,Agora Inc,Active,,Agora Inc,Delisted,2020-08-21,Agora Inc,2020-08-21,True,API__1991-02-12__2020-08-21.parquet,2201,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
PD,1,5,10,20,38,38,38,38,188,2019-05-10,2019-07-03,2019-05-10,2019-07-05,39,PHASE2_EXISTING_ADJ_CLOSE,2019-05-10,2019-07-05,39,,active,Delisted,2019-07-01,PHELPS DODGE CORP,Active,,Pagerduty Inc,Delisted,2019-07-01,PHELPS DODGE CORP,2019-07-01,True,PD__2019-05-15__2019-07-01.parquet,2618,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
EP,1,5,10,20,30,30,30,30,156,2022-03-03,2022-04-13,2022-03-03,2022-04-14,31,PHASE2_EXISTING_ADJ_CLOSE,2022-03-03,2022-04-14,31,,active,Delisted,2022-04-11,EL PASO CORP,Active,,Empire Petroleum Corporation,Delisted,2022-04-11,EL PASO CORP,2022-04-11,True,EP__2022-03-08__2022-04-11.parquet,1604,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CRC,0,4,9,19,27,27,27,27,140,2020-10-28,2020-12-04,2020-10-28,2020-12-08,29,PHASE2_EXISTING_ADJ_CLOSE,2020-10-28,2020-12-08,29,2020-12-04,delisted,Delisted,2020-12-04,California Resources Corporation,Active,,California Resources Corporation - New,Delisted,2020-12-04,California Resources Corporation,2020-12-04,True,CRC__2014-11-13__2020-12-04.parquet,2096,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
VISN,1,5,10,20,25,25,25,25,136,2026-01-08,2026-02-12,2026-01-08,2026-02-13,26,PHASE2_EXISTING_ADJ_CLOSE,2026-01-08,2026-02-13,26,,active,Delisted,2026-02-09,Gyroscope Therapeutics Holdings plc,Active,,Vistance Networks Inc,Delisted,2026-02-09,Gyroscope Therapeutics Holdings plc,2026-02-09,True,VISN__2026-01-13__2026-02-09.parquet,203,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ABXL,1,5,10,20,23,23,23,23,128,2025-12-26,2026-01-29,2025-12-26,2026-01-30,24,PHASE2_EXISTING_ADJ_CLOSE,2025-12-26,2026-01-30,24,,active,Delisted,2026-01-27,nan,Active,,Abacus Global Management Inc,Delisted,2026-01-27,nan,2026-01-27,True,ABXL__2025-12-30__2026-01-27.parquet,217,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
HBANP,0,4,9,19,21,21,21,21,116,2021-02-02,2021-03-03,2021-02-02,2021-03-05,23,PHASE2_EXISTING_ADJ_CLOSE,2021-02-02,2021-03-05,23,2021-03-03,delisted,Delisted,2021-03-03,Huntington Bancshares Inc,Active,,Huntington Bancshares Inc,Delisted,2021-03-03,Huntington Bancshares Inc,2021-03-03,True,HBANP__2008-04-17__2021-03-03.parquet,2009,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
AVB,0,2,7,17,22,22,22,22,114,2026-07-17,2026-08-17,2026-07-17,2026-08-21,26,PHASE2_EXISTING_ADJ_CLOSE,2026-07-17,2026-08-21,26,2026-08-17,delisted,Delisted,2026-08-17,Avalonbay Communities Inc,,,,Delisted,2026-08-17,Avalonbay Communities Inc,2026-08-17,True,AVB__1994-03-11__2026-08-17.parquet,14,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
MAPS,0,4,9,19,20,20,20,20,112,2026-04-30,2026-05-28,2026-04-23,2026-06-01,27,PHASE2_EXISTING_ADJ_CLOSE,2026-04-23,2026-06-01,27,2026-05-28,delisted,Delisted,2026-05-28,MAPINFO CORP,,,,Delisted,2026-05-28,MAPINFO CORP,2026-05-28,True,MAPS__2026-04-28__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
SEVN,1,5,10,18,18,18,18,18,106,2021-12-20,2022-01-13,2021-12-20,2022-01-14,19,PHASE2_EXISTING_ADJ_CLOSE,2021-12-20,2022-01-14,19,,active,Delisted,2022-01-10,Seven Hills Realty Trust .,Active,,Seven Hills Realty Trust .,Delisted,2022-01-10,Seven Hills Realty Trust .,2022-01-10,True,SEVN__2021-12-23__2022-01-10.parquet,1694,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
UHAL-B,1,5,10,18,18,18,18,18,106,2022-11-30,2022-12-23,2022-11-10,2022-12-27,32,PHASE2_EXISTING_ADJ_CLOSE,2022-11-10,2022-12-27,32,2022-12-23,delisted,Delisted,2022-12-23,UHaul Holding Company Series N NonVoting,Active,,U-Haul Holding Company - Series N,Delisted,2022-12-23,UHaul Holding Company Series N NonVoting,2022-12-23,True,UHAL-B__2022-11-10__2022-12-23.parquet,1347,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
NMIH,1,5,10,12,12,12,12,12,76,2024-05-08,2024-05-23,2024-05-08,2024-05-24,13,PHASE2_EXISTING_ADJ_CLOSE,2024-05-08,2024-05-24,13,,active,Delisted,2024-05-20,NMI Holdings Inc,Active,,NMI Holdings Inc - Class A,Delisted,2024-05-20,NMI Holdings Inc,2024-05-20,True,NMIH__2024-05-13__2024-05-20.parquet,833,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
TALK,1,5,9,9,9,9,9,9,60,2026-07-17,2026-08-17,2026-07-17,2026-08-18,11,PHASE2_EXISTING_ADJ_CLOSE,2026-07-17,2026-08-18,11,2026-08-17,delisted,Delisted,2026-08-17,Talkspace Inc,,,,Delisted,2026-08-17,Talkspace Inc,2026-08-17,True,TALK__2020-07-30__2026-08-17.parquet,17,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 1 calendar days of terminal price,2
SIRI,1,5,7,7,7,7,7,7,48,2024-09-04,2024-09-12,2024-09-04,2024-09-13,8,PHASE2_EXISTING_ADJ_CLOSE,2024-09-04,2024-09-13,8,,active,Delisted,2024-09-09,Sirius XM Holdings Inc,Active,,Sirius XM Holdings Inc,Delisted,2024-09-09,Sirius XM Holdings Inc,2024-09-09,True,SIRI__2024-09-09__2024-09-09.parquet,721,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
MSGY,1,5,6,6,6,6,6,6,42,2026-08-05,2026-08-13,2026-08-05,2026-08-14,7,PHASE2_EXISTING_ADJ_CLOSE,2026-08-05,2026-08-14,7,,active,Delisted,2026-08-10,Masonglory Ltd - Class A,Active,,Masonglory Ltd,Delisted,2026-08-10,Masonglory Ltd - Class A,2026-08-10,True,MSGY__2026-08-10__2026-08-10.parquet,21,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
GLDI,0,3,6,6,6,6,6,6,39,2024-07-01,2024-07-09,2024-05-29,2024-07-12,31,PHASE2_EXISTING_ADJ_CLOSE,2024-05-29,2024-07-12,31,2024-07-09,delisted,Delisted,2024-07-09,UBS AG London Branch,Active,,Credit Suisse AG Nassau Branch,Delisted,2024-07-09,UBS AG London Branch,2024-07-09,True,GLDI__2024-06-03__2024-07-09.parquet,784,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
