signal_date,ticker,requested_entry_date,entry_date,target_status_1d,target_end_date_1d,horizon_sessions,target_status_5d,target_end_date_5d,target_status_10d,target_end_date_10d,target_status_20d,target_end_date_20d,target_status_40d,target_end_date_40d,target_status_60d,target_end_date_60d,target_status_120d,target_end_date_120d,target_status_252d,target_end_date_252d
2018-04-20,ABAX,2018-04-23,2018-04-23,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-23,ABAX,2018-04-24,2018-04-24,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-23,ABAX,2018-04-24,2018-04-24,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-24,ABAX,2018-04-25,2018-04-25,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-24,ABAX,2018-04-25,2018-04-25,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-25,ABAX,2018-04-26,2018-04-26,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-25,ABAX,2018-04-26,2018-04-26,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-26,ABAX,2018-04-27,2018-04-27,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-26,ABAX,2018-04-27,2018-04-27,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-27,ABAX,2018-04-30,2018-04-30,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-27,ABAX,2018-04-30,2018-04-30,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-04-30,ABAX,2018-05-01,2018-05-01,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-04-30,ABAX,2018-05-01,2018-05-01,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-01,ABAX,2018-05-02,2018-05-02,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-01,ABAX,2018-05-02,2018-05-02,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-02,ABAX,2018-05-03,2018-05-03,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-02,ABAX,2018-05-03,2018-05-03,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-03,ABAX,2018-05-04,2018-05-04,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-03,ABAX,2018-05-04,2018-05-04,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-04,ABAX,2018-05-07,2018-05-07,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-04,ABAX,2018-05-07,2018-05-07,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-07,ABAX,2018-05-08,2018-05-08,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-07,ABAX,2018-05-08,2018-05-08,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-08,ABAX,2018-05-09,2018-05-09,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-08,ABAX,2018-05-09,2018-05-09,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-09,ABAX,2018-05-10,2018-05-10,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-09,ABAX,2018-05-10,2018-05-10,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-09,ABAX,2018-05-10,2018-05-10,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-10,ABAX,2018-05-11,2018-05-11,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-10,ABAX,2018-05-11,2018-05-11,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-10,ABAX,2018-05-11,2018-05-11,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-11,ABAX,2018-05-14,2018-05-14,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-11,ABAX,2018-05-14,2018-05-14,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-11,ABAX,2018-05-14,2018-05-14,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-14,ABAX,2018-05-15,2018-05-15,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-14,ABAX,2018-05-15,2018-05-15,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-14,ABAX,2018-05-15,2018-05-15,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-15,ABAX,2018-05-16,2018-05-16,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-15,ABAX,2018-05-16,2018-05-16,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-15,ABAX,2018-05-16,2018-05-16,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-16,ABAX,2018-05-17,2018-05-17,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-16,ABAX,2018-05-17,2018-05-17,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-16,ABAX,2018-05-17,2018-05-17,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-17,ABAX,2018-05-18,2018-05-18,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-17,ABAX,2018-05-18,2018-05-18,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-17,ABAX,2018-05-18,2018-05-18,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-18,ABAX,2018-05-21,2018-05-21,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-18,ABAX,2018-05-21,2018-05-21,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-18,ABAX,2018-05-21,2018-05-21,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-21,ABAX,2018-05-22,2018-05-22,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-21,ABAX,2018-05-22,2018-05-22,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-21,ABAX,2018-05-22,2018-05-22,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-22,ABAX,2018-05-23,2018-05-23,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-22,ABAX,2018-05-23,2018-05-23,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-22,ABAX,2018-05-23,2018-05-23,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-23,ABAX,2018-05-24,2018-05-24,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-23,ABAX,2018-05-24,2018-05-24,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-23,ABAX,2018-05-24,2018-05-24,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-24,ABAX,2018-05-25,2018-05-25,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-24,ABAX,2018-05-25,2018-05-25,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-24,ABAX,2018-05-25,2018-05-25,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-25,ABAX,2018-05-29,2018-05-29,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-25,ABAX,2018-05-29,2018-05-29,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-25,ABAX,2018-05-29,2018-05-29,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-29,ABAX,2018-05-30,2018-05-30,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-29,ABAX,2018-05-30,2018-05-30,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-29,ABAX,2018-05-30,2018-05-30,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-30,ABAX,2018-05-31,2018-05-31,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-30,ABAX,2018-05-31,2018-05-31,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-30,ABAX,2018-05-31,2018-05-31,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-05-31,ABAX,2018-06-01,2018-06-01,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-05-31,ABAX,2018-06-01,2018-06-01,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-05-31,ABAX,2018-06-01,2018-06-01,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-01,ABAX,2018-06-04,2018-06-04,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-01,ABAX,2018-06-04,2018-06-04,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-01,ABAX,2018-06-04,2018-06-04,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-04,ABAX,2018-06-05,2018-06-05,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-04,ABAX,2018-06-05,2018-06-05,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-04,ABAX,2018-06-05,2018-06-05,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-05,ABAX,2018-06-06,2018-06-06,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-05,ABAX,2018-06-06,2018-06-06,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-05,ABAX,2018-06-06,2018-06-06,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-06,ABAX,2018-06-07,2018-06-07,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-06,ABAX,2018-06-07,2018-06-07,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-06,ABAX,2018-06-07,2018-06-07,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-07,ABAX,2018-06-08,2018-06-08,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-07,ABAX,2018-06-08,2018-06-08,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-07,ABAX,2018-06-08,2018-06-08,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-07,ABAX,2018-06-08,2018-06-08,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-08,ABAX,2018-06-11,2018-06-11,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-08,ABAX,2018-06-11,2018-06-11,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-08,ABAX,2018-06-11,2018-06-11,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-08,ABAX,2018-06-11,2018-06-11,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-11,ABAX,2018-06-12,2018-06-12,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-11,ABAX,2018-06-12,2018-06-12,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-11,ABAX,2018-06-12,2018-06-12,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-11,ABAX,2018-06-12,2018-06-12,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-12,ABAX,2018-06-13,2018-06-13,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-12,ABAX,2018-06-13,2018-06-13,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-12,ABAX,2018-06-13,2018-06-13,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-12,ABAX,2018-06-13,2018-06-13,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-13,ABAX,2018-06-14,2018-06-14,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-13,ABAX,2018-06-14,2018-06-14,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-13,ABAX,2018-06-14,2018-06-14,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-13,ABAX,2018-06-14,2018-06-14,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-14,ABAX,2018-06-15,2018-06-15,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-14,ABAX,2018-06-15,2018-06-15,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-14,ABAX,2018-06-15,2018-06-15,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-14,ABAX,2018-06-15,2018-06-15,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-15,ABAX,2018-06-18,2018-06-18,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-15,ABAX,2018-06-18,2018-06-18,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-15,ABAX,2018-06-18,2018-06-18,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-15,ABAX,2018-06-18,2018-06-18,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-18,ABAX,2018-06-19,2018-06-19,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-18,ABAX,2018-06-19,2018-06-19,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-18,ABAX,2018-06-19,2018-06-19,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-18,ABAX,2018-06-19,2018-06-19,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-19,ABAX,2018-06-20,2018-06-20,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-19,ABAX,2018-06-20,2018-06-20,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-19,ABAX,2018-06-20,2018-06-20,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-19,ABAX,2018-06-20,2018-06-20,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-20,ABAX,2018-06-21,2018-06-21,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-20,ABAX,2018-06-21,2018-06-21,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-20,ABAX,2018-06-21,2018-06-21,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-20,ABAX,2018-06-21,2018-06-21,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-21,ABAX,2018-06-22,2018-06-22,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-21,ABAX,2018-06-22,2018-06-22,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-21,ABAX,2018-06-22,2018-06-22,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-21,ABAX,2018-06-22,2018-06-22,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-22,ABAX,2018-06-25,2018-06-25,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-22,ABAX,2018-06-25,2018-06-25,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-22,ABAX,2018-06-25,2018-06-25,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-22,ABAX,2018-06-25,2018-06-25,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-25,ABAX,2018-06-26,2018-06-26,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-25,ABAX,2018-06-26,2018-06-26,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-25,ABAX,2018-06-26,2018-06-26,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-25,ABAX,2018-06-26,2018-06-26,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-26,ABAX,2018-06-27,2018-06-27,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-26,ABAX,2018-06-27,2018-06-27,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-26,ABAX,2018-06-27,2018-06-27,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-26,ABAX,2018-06-27,2018-06-27,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-27,ABAX,2018-06-28,2018-06-28,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-27,ABAX,2018-06-28,2018-06-28,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-27,ABAX,2018-06-28,2018-06-28,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-27,ABAX,2018-06-28,2018-06-28,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-28,ABAX,2018-06-29,2018-06-29,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-28,ABAX,2018-06-29,2018-06-29,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-28,ABAX,2018-06-29,2018-06-29,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-28,ABAX,2018-06-29,2018-06-29,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-06-29,ABAX,2018-07-02,2018-07-02,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-06-29,ABAX,2018-07-02,2018-07-02,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-06-29,ABAX,2018-07-02,2018-07-02,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-06-29,ABAX,2018-07-02,2018-07-02,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-02,ABAX,2018-07-03,2018-07-03,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-02,ABAX,2018-07-03,2018-07-03,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-02,ABAX,2018-07-03,2018-07-03,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-02,ABAX,2018-07-03,2018-07-03,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-03,ABAX,2018-07-05,2018-07-05,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-03,ABAX,2018-07-05,2018-07-05,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-03,ABAX,2018-07-05,2018-07-05,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-03,ABAX,2018-07-05,2018-07-05,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-05,ABAX,2018-07-06,2018-07-06,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-05,ABAX,2018-07-06,2018-07-06,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-05,ABAX,2018-07-06,2018-07-06,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-05,ABAX,2018-07-06,2018-07-06,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-06,ABAX,2018-07-09,2018-07-09,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-06,ABAX,2018-07-09,2018-07-09,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-06,ABAX,2018-07-09,2018-07-09,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-06,ABAX,2018-07-09,2018-07-09,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-06,ABAX,2018-07-09,2018-07-09,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-09,ABAX,2018-07-10,2018-07-10,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-09,ABAX,2018-07-10,2018-07-10,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-09,ABAX,2018-07-10,2018-07-10,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-09,ABAX,2018-07-10,2018-07-10,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-09,ABAX,2018-07-10,2018-07-10,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-10,ABAX,2018-07-11,2018-07-11,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-10,ABAX,2018-07-11,2018-07-11,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-10,ABAX,2018-07-11,2018-07-11,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-10,ABAX,2018-07-11,2018-07-11,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-10,ABAX,2018-07-11,2018-07-11,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-11,ABAX,2018-07-12,2018-07-12,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-11,ABAX,2018-07-12,2018-07-12,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-11,ABAX,2018-07-12,2018-07-12,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-11,ABAX,2018-07-12,2018-07-12,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-11,ABAX,2018-07-12,2018-07-12,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-12,ABAX,2018-07-13,2018-07-13,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-12,ABAX,2018-07-13,2018-07-13,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-12,ABAX,2018-07-13,2018-07-13,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-12,ABAX,2018-07-13,2018-07-13,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-12,ABAX,2018-07-13,2018-07-13,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-13,ABAX,2018-07-16,2018-07-16,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-13,ABAX,2018-07-16,2018-07-16,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-13,ABAX,2018-07-16,2018-07-16,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-13,ABAX,2018-07-16,2018-07-16,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-13,ABAX,2018-07-16,2018-07-16,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-16,ABAX,2018-07-17,2018-07-17,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-16,ABAX,2018-07-17,2018-07-17,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-16,ABAX,2018-07-17,2018-07-17,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-16,ABAX,2018-07-17,2018-07-17,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-16,ABAX,2018-07-17,2018-07-17,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-17,ABAX,2018-07-18,2018-07-18,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-17,ABAX,2018-07-18,2018-07-18,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-17,ABAX,2018-07-18,2018-07-18,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-17,ABAX,2018-07-18,2018-07-18,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-17,ABAX,2018-07-18,2018-07-18,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-18,ABAX,2018-07-19,2018-07-19,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-18,ABAX,2018-07-19,2018-07-19,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-18,ABAX,2018-07-19,2018-07-19,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-18,ABAX,2018-07-19,2018-07-19,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-18,ABAX,2018-07-19,2018-07-19,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-19,ABAX,2018-07-20,2018-07-20,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-19,ABAX,2018-07-20,2018-07-20,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-19,ABAX,2018-07-20,2018-07-20,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-19,ABAX,2018-07-20,2018-07-20,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-19,ABAX,2018-07-20,2018-07-20,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,10,,,UNRESOLVED_TERMINATION,,,,,,,,,,,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-20,ABAX,2018-07-23,2018-07-23,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,10,,,UNRESOLVED_TERMINATION,,,,,,,,,,,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-23,ABAX,2018-07-24,2018-07-24,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,10,,,UNRESOLVED_TERMINATION,,,,,,,,,,,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,20,,,,,UNRESOLVED_TERMINATION,,,,,,,,,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,40,,,,,,,UNRESOLVED_TERMINATION,,,,,,,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,60,,,,,,,,,UNRESOLVED_TERMINATION,,,,,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,120,,,,,,,,,,,UNRESOLVED_TERMINATION,,,
2018-07-24,ABAX,2018-07-25,2018-07-25,,,252,,,,,,,,,,,,,UNRESOLVED_TERMINATION,
2018-07-25,ABAX,2018-07-26,2018-07-26,,,10,,,UNRESOLVED_TERMINATION,,,,,,,,,,,
