end_month,window_months,strategy_cagr,spy_cagr,spread
2020-12,60,0.7355049309384107,0.5092213743850327,0.22628355655337806
2020-12,60,0.6913354169432715,0.48432583076067326,0.20700958618259824
2020-12,60,0.6826645358892216,0.4813108859388251,0.2013536499503965
2020-12,60,0.6671251589708713,0.47830206503673267,0.18882309393413865
2020-12,60,0.6517673368349073,0.47529935561556313,0.17646798121934415
2020-12,60,0.6308946497559798,0.47230274526175053,0.15859190449422922
2021-01,60,0.6454258239470383,0.4556755433990727,0.1897502805479656
2021-01,60,0.6413487291665483,0.4392361180264355,0.2021126111401128
2021-01,60,0.6473485096637688,0.42298234852183003,0.22436616114193875
2021-01,60,0.6378214415887091,0.4069121382121337,0.23090930337657545
2021-01,60,0.6200207158296462,0.3991052348857127,0.22091548094393354
2021-01,60,0.6129343115733692,0.3913416517765913,0.2215926597967779
2021-01,60,0.6118170367681115,0.38362114850248785,0.22819588826562365
2021-01,60,0.5948078279278879,0.3759434860149946,0.21886434191289328
2021-02,60,0.5807546160272343,0.3786559824365434,0.2020986335906909
2021-02,60,0.5728869248332413,0.38137382619750815,0.19151309863573318
2021-02,60,0.5514052338405218,0.38409702783948396,0.1673082060010378
2021-02,60,0.523114350775477,0.3868255979248474,0.13628875285062958
2021-02,60,0.5117750079120962,0.3785855862543397,0.1331894216577565
2021-02,60,0.5028962519638298,0.37039453372651865,0.13250171823731116
2021-02,60,0.493557105633752,0.3622521494440232,0.13130495618972882
2021-02,60,0.4712136335119157,0.35415814423789693,0.11705548927401876
2021-03,60,0.45789335704777034,0.3506893661706447,0.10720399087712562
2021-03,60,0.4482151728036181,0.34722947363964307,0.10098569916397504
2021-03,60,0.43837795197013874,0.3437784438839222,0.09459950808621653
2021-03,60,0.42480905916827316,0.34033625420081526,0.0844728049674579
2021-03,60,0.4487075168793031,0.3341661363962263,0.11454138048307683
2021-03,60,0.4794949708402316,0.32802442217588945,0.15147054866434218
2021-03,60,0.49361707370323504,0.3219109807864504,0.17170609291678463
2021-03,60,0.5239766041606202,0.3158256820764669,0.2081509220841533
2021-04,60,0.5397633155115502,0.3116451813349179,0.2281181341766323
2021-04,60,0.5679880022584549,0.3074779624335766,0.2605100398248783
2021-04,60,0.6040592603303228,0.30332398317479914,0.3007352771555236
2021-04,60,0.6156942491688142,0.2991832014950082,0.316511047673806
2021-04,60,0.6302173556046795,0.32270640690206,0.3075109487026195
2021-04,60,0.662858788088539,0.3466555269853375,0.3162032611032015
2021-04,60,0.690136527837961,0.371038273419686,0.319098254418275
2021-04,60,0.7156007508994946,0.3958624975086895,0.3197382533908051
