horizon_sessions,fold,expert,train_rows,test_rows,selected_features,economic_score,worst_cut_robust_excess,mean_rank_ic,positive_cut_share,winner_lift,loser_avoidance,residual_tail_spread,broad20_robust_excess
120,WF_2023_2024,HGB_RESIDUAL_RETURN,204457,82901,36,0.0519961848693709,0.029221009508902603,0.18137907246357876,1.0,2.0693209822912313,1.5740570726569516,0.07464637600916169,0.0032830704321963125
120,WF_2023_2024,HGB_UPSIDE_TAIL,204457,82901,36,0.019239668758597717,-0.050959612805916626,-0.011133922968593066,0.6666666666666666,1.996151621591431,0.6948540230647805,-0.009327876444217783,-0.047541346423739514
120,WF_2023_2024,HGB_DOWNSIDE_AVOID,204457,82901,36,-0.07726555598043439,-0.08089165919854495,0.14226810963045963,0.0,0.44244597798160584,2.9510148249116415,0.006567515464989667,-0.07519617072724974
252,WF_2017_2018,RIDGE_RESIDUAL_RANK,73618,89533,36,0.05979523146075668,0.007319316095603136,-0.05261635915384247,1.0,0.5088734100660782,2.4044814372271475,0.13775382096875693,0.04263986049191787
252,WF_2017_2018,HGB_RESIDUAL_RANK,73618,89533,36,-0.08099848312952634,-0.10001874288061205,-0.05817717187083033,0.0,0.49484770809169853,0.993139797659302,-0.004173693697490245,-0.03406692887483367
252,WF_2017_2018,HGB_RESIDUAL_RETURN,73618,89533,36,-0.03751189093742772,-0.11429612327095179,-0.027624272584643866,0.3333333333333333,1.0988483948483974,0.9168522240899483,0.06186121041154155,0.0210829773826412
252,WF_2017_2018,HGB_UPSIDE_TAIL,73618,89533,36,-0.02456079347339889,-0.04865211225641816,0.1046035372851452,0.0,1.6774720316012224,0.6011203593067869,0.0522830622580396,0.07069934071434597
252,WF_2017_2018,HGB_DOWNSIDE_AVOID,73618,89533,36,-0.06472921433185634,-0.07649141582325769,-0.09164085818534207,0.0,0.33381273667329986,3.9668423276071065,0.024742337468155105,-0.051515722830715156
252,WF_2019_2020,RIDGE_RESIDUAL_RANK,238800,59189,36,-0.19573105907312596,-0.20312642830387675,0.15449197766150397,0.0,1.8684259330736048,2.392168831696504,0.1520409755628528,-0.02666972123964717
252,WF_2019_2020,HGB_RESIDUAL_RANK,238800,59189,36,-0.2391017335606994,-0.27067295505608885,0.1052040215865851,0.0,2.03488886155588,1.0911437394241719,0.07789289013060441,-0.08054187144631504
252,WF_2019_2020,HGB_RESIDUAL_RETURN,238800,59189,36,-0.14314346014761864,-0.1895988189188944,0.01907621076075929,0.0,2.7692929784611757,0.7364919206246949,0.28721854125996515,-0.022335140076310833
252,WF_2019_2020,HGB_UPSIDE_TAIL,238800,59189,36,-0.0017577630174246313,-0.11161954082041053,-0.03802422077094756,0.3333333333333333,2.736849254079647,0.6360749372212536,0.23800836579675125,-0.0008494911189557877
252,WF_2019_2020,HGB_DOWNSIDE_AVOID,238800,59189,36,-0.3751851371550161,-0.37807080511992375,0.008747094874981135,0.0,0.14802670244421165,5.498881600133522,-0.060811707296375105,-0.30667021816269463
252,WF_2021_2022,RIDGE_RESIDUAL_RANK,209098,59864,36,-0.3278443524178838,-0.3692735378617212,-0.16228884960692552,0.0,0.24789092594472031,0.6221682596381916,-0.12230399601320394,-0.09881530501361747
252,WF_2021_2022,HGB_RESIDUAL_RANK,209098,59864,36,-0.17189071374934126,-0.2063926910884859,-0.09023041061619419,0.0,0.5108055443709388,0.6150441955965328,-0.09901822416740748,-0.10690074403761317
252,WF_2021_2022,HGB_RESIDUAL_RETURN,209098,59864,36,-0.33461985690071633,-0.42896578011105074,-0.1297802336414188,0.0,0.610058017145983,0.4491043752598806,-0.16751838900555596,-0.14584219545886537
252,WF_2021_2022,HGB_UPSIDE_TAIL,209098,59864,36,-0.1823702682597114,-0.2565033054857874,-0.18057801590526654,0.0,1.211482148105213,0.4283654930342109,-0.11818883136374458,-0.08621203030076736
252,WF_2021_2022,HGB_DOWNSIDE_AVOID,209098,59864,36,-0.2857714205709129,-0.3014715350832638,0.01799694243298462,0.0,0.21333643323727447,2.2656109560111295,-0.002679217974405887,-0.02721781329828086
252,WF_2023_2024,RIDGE_RESIDUAL_RANK,175680,55599,36,-0.039577105117754495,-0.05156433993828377,0.24392052918106227,0.0,0.9545316623503712,4.6057438083418765,0.10225070081976181,-0.042585378451319364
252,WF_2023_2024,HGB_RESIDUAL_RANK,175680,55599,36,0.0694808463545655,0.036218425952158316,0.2679868013227742,1.0,1.955454169570111,1.9545448382441852,0.15125797876413907,0.008575333185718043
252,WF_2023_2024,HGB_RESIDUAL_RETURN,175680,55599,36,0.08663087301352192,0.04681358122990891,0.2237942558086186,1.0,2.369855943071659,1.397588383313869,0.16026386978425078,0.03727122246998747
252,WF_2023_2024,HGB_UPSIDE_TAIL,175680,55599,36,0.07319739956158329,-0.003915119371807983,0.03249610142886923,0.6666666666666666,2.2716487763966433,1.0464091031317635,0.09141201348002484,-0.0788454537200303
252,WF_2023_2024,HGB_DOWNSIDE_AVOID,175680,55599,36,-0.04662906511924001,-0.08589542807808236,0.18368947514021897,0.0,0.42733986882709135,2.600529228967549,0.03354991037684245,-0.09802776690827296
