signal_gamma,return_z_gate,alpha_z_gate,alpha_tilt,cagr_20bps,robust_excess_cagr_20bps,excess_vs_spy_20bps,excess_vs_qqq_20bps,excess_vs_uew_20bps,cagr_40bps,robust_excess_cagr_40bps,max_drawdown_20bps,annual_turnover_20bps,median_holdings_20bps,max_holdings_20bps,median_max_name_weight_20bps,p95_max_name_weight_20bps,mean_cash_weight_20bps,execution_blocked_rate_20bps,target_deviation_rate_20bps,qualified,return_first_rank
0.0,1.0,0.5,0.0,-0.2858664217574267,-0.5350224687607901,-0.312232438798002,-0.21260414860583898,-0.5350224687607901,-0.35763234618989614,-0.6067883931932595,-0.6882534744053319,17.78191713654186,2.0,4,0.701863491234261,1.0,0.008081318036747496,0.0,8.113202531290159e-18,False,66
0.0,0.0,0.5,0.5,-0.29046242702635916,-0.5396184740297225,-0.31682844406693444,-0.21720015387477143,-0.5396184740297225,-0.36167027869673996,-0.6108263257001033,-0.6870657451097381,18.08142588019995,2.0,4,0.6958741774084476,1.0,0.00824204162268768,0.0,6.1523368501351385e-18,False,67
0.0,0.5,0.5,0.5,-0.29046242702635916,-0.5396184740297225,-0.31682844406693444,-0.21720015387477143,-0.5396184740297225,-0.36167027869673996,-0.6108263257001033,-0.6870657451097381,18.08142588019995,2.0,4,0.6958741774084476,1.0,0.00824204162268768,0.0,6.1523368501351385e-18,False,68
0.0,1.0,0.5,0.5,-0.29046242702635916,-0.5396184740297225,-0.31682844406693444,-0.21720015387477143,-0.5396184740297225,-0.36167027869673996,-0.6108263257001033,-0.6870657451097381,18.08142588019995,2.0,4,0.6958741774084476,1.0,0.00824204162268768,0.0,6.1523368501351385e-18,False,69
0.75,0.0,0.5,0.0,-0.3065588093783247,-0.555714856381688,-0.3329248264189,-0.23329653622673696,-0.555714856381688,-0.32395056149330437,-0.5731066084966677,-0.6865103381543196,10.815095714665192,6.0,11,0.3995801858519884,0.5444370344472019,0.0031347564109708748,0.0,4.3564414281097677e-17,False,70
0.75,0.5,0.5,0.0,-0.3065588093783247,-0.555714856381688,-0.3329248264189,-0.23329653622673696,-0.555714856381688,-0.32395056149330437,-0.5731066084966677,-0.6865103381543196,10.815095714665192,6.0,11,0.3995801858519884,0.5444370344472019,0.0031347564109708748,0.0,4.3564414281097677e-17,False,71
0.75,1.0,0.5,0.0,-0.3065588093783247,-0.555714856381688,-0.3329248264189,-0.23329653622673696,-0.555714856381688,-0.32395056149330437,-0.5731066084966677,-0.6865103381543196,10.815095714665192,6.0,11,0.3995801858519884,0.5444370344472019,0.0031347564109708748,0.0,4.3564414281097677e-17,False,72
0.75,0.0,0.5,0.5,-0.3085970908208405,-0.5577531378242039,-0.3349631078614158,-0.2353348176692528,-0.5577531378242039,-0.32075834446903806,-0.5699143914724014,-0.686253107703454,11.00091435881276,7.0,11,0.39828426952342666,0.5452261078883249,0.0031378066859721223,0.0,2.0016944706298455e-17,False,73
0.75,0.5,0.5,0.5,-0.3085970908208405,-0.5577531378242039,-0.3349631078614158,-0.2353348176692528,-0.5577531378242039,-0.32075834446903806,-0.5699143914724014,-0.686253107703454,11.00091435881276,7.0,11,0.39828426952342666,0.5452261078883249,0.0031378066859721223,0.0,2.0016944706298455e-17,False,74
0.75,1.0,0.5,0.5,-0.3085970908208405,-0.5577531378242039,-0.3349631078614158,-0.2353348176692528,-0.5577531378242039,-0.32075834446903806,-0.5699143914724014,-0.686253107703454,11.00091435881276,7.0,11,0.39828426952342666,0.5452261078883249,0.0031378066859721223,0.0,2.0016944706298455e-17,False,75
