horizon_sessions,scheme,fold,expert_weights,economic_score,worst_cut_robust_excess,mean_rank_ic,positive_cut_share,winner_lift
60,ADAPTIVE_T075,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.03460101067340897, ""HGB_BENCH_EXCESS_DECAY"": 0.03460101067340897, ""HGB_RANK_DECAY"": 0.03460101067340897, ""HGB_WINNER_DECAY"": 0.8615959573063642, ""RIDGE_RANK_DECAY"": 0.03460101067340897}",-0.02871588301683431,-0.041560438250366684,-0.09290310372228969,0.0,1.8945278791659077
60,ADAPTIVE_T075,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.037081294297671305, ""HGB_BENCH_EXCESS_DECAY"": 0.037081294297671305, ""HGB_RANK_DECAY"": 0.20143359815842574, ""HGB_WINNER_DECAY"": 0.4951104168502213, ""RIDGE_RANK_DECAY"": 0.22929339639601035}",-0.0015593918927617502,-0.009130198755623284,0.046069506351355705,0.3333333333333333,1.7136961181916788
60,ADAPTIVE_T150,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.01857469583006471,0.011883639256676203,0.0994229748333521,1.0,1.6928524565296712
60,ADAPTIVE_T150,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.038258097346864244, ""HGB_BENCH_EXCESS_DECAY"": 0.046887396365049225, ""HGB_RANK_DECAY"": 0.038258097346864244, ""HGB_WINNER_DECAY"": 0.8383383115943581, ""RIDGE_RANK_DECAY"": 0.038258097346864244}",0.011802293360740892,0.000694810887255433,0.014134537794905982,1.0,2.236470581213778
60,ADAPTIVE_T150,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.037521900783405976, ""HGB_BENCH_EXCESS_DECAY"": 0.037521900783405976, ""HGB_RANK_DECAY"": 0.037521900783405976, ""HGB_WINNER_DECAY"": 0.8477771370642714, ""RIDGE_RANK_DECAY"": 0.03965716058551075}",-0.028276550593593044,-0.04068977803823219,-0.09222289237121381,0.0,1.8917701966634828
60,ADAPTIVE_T150,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.03802605202306499, ""HGB_BENCH_EXCESS_DECAY"": 0.03802605202306499, ""HGB_RANK_DECAY"": 0.25420232984979957, ""HGB_WINNER_DECAY"": 0.3985332889803812, ""RIDGE_RANK_DECAY"": 0.2712122771236892}",-0.0020210732594343884,-0.008486692094507774,0.06591594970613701,0.3333333333333333,1.6007051653438755
60,ADAPTIVE_T250,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.01857469583006471,0.011883639256676203,0.0994229748333521,1.0,1.6928524565296712
60,ADAPTIVE_T250,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.08431503268226431, ""HGB_BENCH_EXCESS_DECAY"": 0.11611919337761073, ""HGB_RANK_DECAY"": 0.05578309056408676, ""HGB_WINNER_DECAY"": 0.6551216141681631, ""RIDGE_RANK_DECAY"": 0.08866106920787525}",0.01522591439219067,-0.0013491535589643705,0.03827977929673679,0.6666666666666666,2.290294354537595
60,ADAPTIVE_T250,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.09304292659152781, ""HGB_BENCH_EXCESS_DECAY"": 0.038945845800901074, ""HGB_RANK_DECAY"": 0.07104153167003718, ""HGB_WINNER_DECAY"": 0.6874994041934853, ""RIDGE_RANK_DECAY"": 0.10947029174404874}",-0.024284433058993943,-0.038113238608985925,-0.08059607945269531,0.0,1.737339976527688
60,ADAPTIVE_T250,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.05343462189975233, ""HGB_BENCH_EXCESS_DECAY"": 0.03992784830567283, ""HGB_RANK_DECAY"": 0.27069257399286695, ""HGB_WINNER_DECAY"": 0.35452542616719246, ""RIDGE_RANK_DECAY"": 0.28141952963451533}",-0.0024876156967742944,-0.008913307122738884,0.07493794369802392,0.3333333333333333,1.5580857708486517
120,EQUAL,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.010036536813310728,0.004411023298585771,0.08993084260737846,1.0,1.3289044283480351
120,EQUAL,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.009441920891635834,-0.03861308953839853,0.1135899637036933,0.6666666666666666,2.3996189768837675
120,EQUAL,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",-0.02151465571075536,-0.04480506963734972,-0.0025418922801231586,0.0,1.3785063822352512
120,EQUAL,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.024972948221179486,0.008838807630511038,0.16680621618111544,1.0,1.6916255733908954
