horizon_sessions,fold,expert,economic_score,worst_cut_robust_excess,positive_cut_share,winner_lift,mean_rank_ic
252,WF_2019_2020,RIDGE_NEWINFO,-0.1220557850217892,-0.194649647628001,0.0,2.6746095059396766,0.2209351436888755
252,WF_2019_2020,HGB_NEWINFO_RANK,-0.20151823750035916,-0.22837588969710815,0.0,2.016229765057387,0.21041336279317344
252,WF_2019_2020,HGB_NEWINFO_RETURN,-0.16719609630684654,-0.18802603907035967,0.0,2.5112745742792386,0.153676145830331
252,WF_2019_2020,HGB_NEWINFO_WINNER,-0.14776026509606485,-0.18773036633979023,0.0,2.3385164734845443,0.13943147806876102
252,WF_2019_2020,HGB_NEWINFO_AVOID,-0.3087403387143353,-0.3200019075090868,0.0,1.3298041446011135,0.05867149918049753
252,WF_2019_2020,META_BLEND,-0.13140819762459352,-0.18277364662209997,0.0,2.693455844208189,0.2012144010892735
252,WF_2021_2022,BASE_OOF,-0.007012369223673082,-0.05945849662739451,0.3333333333333333,1.0162871610692619,-0.129222334755595
252,WF_2021_2022,RIDGE_NEWINFO,-0.13627107569310143,-0.14945383680046467,0.0,0.7489611365270652,-0.1377283910612451
252,WF_2021_2022,HGB_NEWINFO_RANK,-0.11780416825613937,-0.13247940110115722,0.0,0.5973856684203972,-0.17971470326371816
252,WF_2021_2022,HGB_NEWINFO_RETURN,-0.0758510503993924,-0.08655484374665602,0.0,0.7993603693790392,-0.23849568903239582
252,WF_2021_2022,HGB_NEWINFO_WINNER,-0.08137441990851627,-0.09631189574475972,0.0,0.7622153708019462,-0.19325737653523958
252,WF_2021_2022,HGB_NEWINFO_AVOID,-0.28068633479634925,-0.33531847861492653,0.0,0.47322974297003423,-0.17369364275505098
252,WF_2021_2022,META_BLEND,-0.11036370586154866,-0.17201448413452655,0.0,0.8351511085877197,-0.16737003426652144
252,WF_2023_2024,BASE_OOF,0.1116137174098105,0.07894258667346515,1.0,2.5687714179632426,0.2903668231219228
252,WF_2023_2024,RIDGE_NEWINFO,0.05216657713608691,0.03377517392695742,1.0,2.2369458529180513,0.20676214024307124
252,WF_2023_2024,HGB_NEWINFO_RANK,0.059217009276369165,0.03336175315550987,1.0,2.301573571105959,0.220709578436255
252,WF_2023_2024,HGB_NEWINFO_RETURN,0.05157656464148524,0.01716376319186638,1.0,2.662397664468587,0.2586698763435812
252,WF_2023_2024,HGB_NEWINFO_WINNER,0.018322931109935523,-0.009906000124562574,0.6666666666666666,2.2452554586123976,0.12223132658826005
252,WF_2023_2024,HGB_NEWINFO_AVOID,-0.2605183156709441,-0.3329137199641863,0.0,0.3121491804429643,-0.014613986234660736
252,WF_2023_2024,META_BLEND,0.13943361326027923,0.08599147238008784,1.0,2.74715564255092,0.30397552670593664
