horizon_sessions,bin,score_center,raw_mean_return,hac_se_return,raw_mean_robust_excess,hac_se_robust_excess,dates,expected_return,expected_robust_excess
252,0,0.025,0.1642159020371434,0.08427441138218666,-0.31391461994568165,0.10169065139303325,398,0.060438650611313725,-0.38338646100572954
252,1,0.075,0.03312032918356156,0.014929642415047963,-0.4160737156179401,0.0805103609902672,339,0.060438650611313725,-0.38338646100572954
252,2,0.125,0.02787860117875327,0.019061824256859636,-0.4122530230400224,0.07287675795072489,347,0.060438650611313725,-0.38338646100572954
252,3,0.175,0.048694487295024146,0.03261709077977872,-0.4017347980396963,0.07487918966881894,333,0.060438650611313725,-0.38338646100572954
252,4,0.225,0.04902335715203009,0.030788706110666107,-0.3527457337302072,0.046680287159290845,303,0.060438650611313725,-0.38338646100572954
252,5,0.275,0.07041107741471778,0.03379524030765665,-0.3697046978234688,0.06340224393294562,346,0.060438650611313725,-0.38338646100572954
252,6,0.325,0.03496949450915072,0.028096857051407083,-0.3982390292860268,0.07037144088413233,330,0.060438650611313725,-0.38338646100572954
252,7,0.375,0.06099477839821708,0.032771230661692845,-0.3787049123739111,0.04730825734028231,357,0.060438650611313725,-0.38338646100572954
252,8,0.425,0.04485729785710411,0.027178355084896265,-0.41556444359815264,0.07618161221676817,349,0.060438650611313725,-0.38338646100572954
252,9,0.475,0.04980071978570938,0.021023152343527255,-0.35584637616557485,0.06388316776628043,299,0.060438650611313725,-0.35584637616557485
252,10,0.525,0.09001484870312265,0.029026921797234782,-0.29187461117156815,0.05205154195156927,277,0.0735878719183069,-0.33914670230758026
252,11,0.575,0.08473025028589551,0.034927459445414456,-0.3083794884450158,0.06515160089616136,291,0.0735878719183069,-0.33914670230758026
252,12,0.625,0.0570521094208489,0.044360741054642945,-0.3810260653064919,0.08669386825654159,334,0.0735878719183069,-0.33914670230758026
252,13,0.675,0.07347105875642623,0.04159251253715194,-0.3459715161616481,0.060466623991395754,301,0.0735878719183069,-0.33914670230758026
252,14,0.725,0.06719721158095582,0.052846036382317274,-0.35587090549874856,0.0649564903583157,310,0.0735878719183069,-0.33914670230758026
252,15,0.775,0.07280305911983519,0.0627421258777479,-0.3416889601333033,0.08750728052452077,323,0.0735878719183069,-0.33914670230758026
252,16,0.825,0.19800107143488055,0.052053071463432146,-0.20961376749690466,0.06207491983646984,309,0.19800107143488055,-0.20961376749690466
252,17,0.875,0.253054212348642,0.06958079354898952,-0.15149002140584483,0.0743045895065807,312,0.253054212348642,-0.15149002140584483
252,18,0.925,0.282952244856152,0.05984376366982272,-0.12528213494537327,0.05024436963002126,307,0.282952244856152,-0.12528213494537327
252,19,0.975,0.5611466599666215,0.1386696818870536,0.16591075689256746,0.15248062589157602,309,0.5611466599666215,0.16591075689256746
