date,segment,v13_ideal_nav,byma_model_nav,personal_portfolio_nav,v13_ideal_index_100,byma_model_index_100,v13_ideal_value_usd,byma_model_value_usd
2022-10-25,PRE2025,2.6020316790,2.1228082150,,260.2031678973,212.2808215019,2602.0316789727,2122.8082150187
2022-10-26,PRE2025,2.5872779466,2.1273686714,,258.7277946604,212.7368671408,2587.2779466036,2127.3686714083
2022-10-27,PRE2025,2.5969008345,2.1199471282,,259.6900834494,211.9947128231,2596.9008344938,2119.9471282313
2022-10-28,PRE2025,2.6551677955,2.1509834017,,265.5167795505,215.0983401714,2655.1677955050,2150.9834017144
2022-10-31,PRE2025,2.6226408936,2.1348745193,,262.2640893566,213.4874519340,2622.6408935662,2134.8745193401
2022-11-01,PRE2025,2.6433168136,2.1575484141,,264.3316813586,215.7548414147,2643.3168135863,2157.5484141472
2022-11-02,PRE2025,2.5283810863,2.0516701117,,252.8381086319,205.1670111711,2528.3810863193,2051.6701117113
2022-11-03,PRE2025,2.4917366017,2.0386926987,,249.1736601693,203.8692698677,2491.7366016929,2038.6926986772
2022-11-04,PRE2025,2.5322435630,2.0985573806,,253.2243562979,209.8557380606,2532.2435629793,2098.5573806062
2022-11-07,PRE2025,2.5455956738,2.0859888486,,254.5595673812,208.5988848634,2545.5956738116,2085.9888486339
2022-11-08,PRE2025,2.5921965856,2.1268398590,,259.2196585556,212.6839858964,2592.1965855556,2126.8398589638
2022-11-09,PRE2025,2.5288236071,2.0741435587,,252.8823607093,207.4143558713,2528.8236070933,2074.1435587125
2022-11-10,PRE2025,2.7611992603,2.2182217379,,276.1199260260,221.8221737878,2761.1992602596,2218.2217378784
2022-11-11,PRE2025,2.8635908626,2.3144389969,,286.3590862607,231.4438996853,2863.5908626067,2314.4389968535
2022-11-14,PRE2025,2.8317844011,2.2887096126,,283.1784401098,228.8709612579,2831.7844010982,2288.7096125786
2022-11-15,PRE2025,2.9025724130,2.3348072011,,290.2572412959,233.4807201137,2902.5724129592,2334.8072011372
2022-11-16,PRE2025,2.8193841516,2.2712851290,,281.9384151600,227.1285129023,2819.3841515997,2271.2851290229
2022-11-17,PRE2025,2.7791114050,2.2340642344,,277.9111405039,223.4064234388,2779.1114050388,2234.0642343877
2022-11-18,PRE2025,2.7819870926,2.2479619467,,278.1987092639,224.7961946726,2781.9870926392,2247.9619467262
2022-11-21,PRE2025,2.7462327027,2.2275378958,,274.6232702721,222.7537895848,2746.2327027211,2227.5378958479
